window	Freq	mean_discordant_reads_blacklist
3_24270000_+	2	1
3_24273000_+	1	1
3_24331000_-	1	1
3_24347000_-	1	1
3_24384000_+	1	1
3_24390000_+	1	1
3_24401000_-	2	1
3_24403000_+	1	1
3_24419000_+	1	1
3_24428000_-	1	1
3_24438000_-	1	1
3_2445000_-	1	1
3_24456000_-	1	1
3_24510000_-	1	1
3_24515000_+	1	1
3_24536000_-	2	1
3_24559000_-	1	1
3_24565000_-	1	1
3_24567000_-	1	1
3_24568000_+	1	1
3_24589000_-	1	1
3_24610000_-	1	1
3_24618000_+	1	1
3_24621000_+	1	1
3_24640000_-	1	1
3_24650000_-	1	1
3_24719000_+	2	1
3_24725000_-	2	1
3_24749000_-	1	1
3_24759000_+	2	1
3_24775000_+	2	1
3_24777000_-	1	1
3_2478000_+	1	1
3_24789000_+	1	1
3_248000_-	1	1
3_24821000_+	1	1
3_24824000_+	1	1
3_24868000_-	2	1
3_24871000_+	1	1
3_24874000_-	2	1
3_24894000_-	1	1
3_24908000_+	1	1
3_24931000_+	1	1
3_24947000_+	1	1
3_24949000_+	1	1
3_2497000_+	2	1
3_24970000_+	2	1
3_24984000_+	1	1
3_25005000_-	1	1
3_25027000_-	1	1
3_25035000_-	2	1
3_25043000_+	1	1
3_2505000_-	2	1
3_25075000_+	2	1
3_25084000_-	1	1
3_25086000_-	2	1
3_25090000_-	1	1
3_25098000_+	2	1
3_25133000_-	1	1
3_25145000_+	2	1
3_25158000_-	1	1
3_25193000_+	1	1
3_25198000_+	2	1
3_25222000_-	1	1
3_25231000_+	2	1
3_25292000_+	1	1
3_25309000_-	1	1
3_25313000_+	2	1
3_2532000_-	1	1
3_25321000_-	2	1
3_25331000_-	1	1
3_25345000_-	1	1
3_25345000_+	1	1
3_25346000_-	1	1
3_2535000_+	1	1
3_25352000_-	1	1
3_25353000_+	2	1
3_25362000_-	1	1
3_25405000_-	1	1
3_25416000_-	2	1
3_25424000_+	2	1
3_25440000_+	2	1
3_25443000_+	1	1
3_25445000_+	1	1
3_25464000_+	1	1
3_25480000_-	1	1
3_25485000_-	2	1
3_25487000_+	2	1
3_25490000_+	2	1
3_2550000_+	2	1
3_25502000_-	1	1
3_25504000_-	1	1
3_25508000_+	2	1
3_25540000_+	2	1
3_25542000_-	1	1
3_25604000_-	1	1
3_25609000_-	1	1
3_25616000_+	1	1
3_25627000_+	2	1
3_25634000_-	2	1
3_25649000_-	1	1
3_25651000_-	2	1
3_2566000_+	1	1
3_25689000_-	1	1
3_25731000_+	1	1
3_25736000_+	1	1
3_2577000_+	2	1
3_25775000_+	2	1
3_25807000_+	1	1
3_25810000_-	2	1
3_25822000_+	1	1
3_25828000_+	1	1
3_25835000_-	1	1
3_25836000_-	1	1
3_25838000_+	1	1
3_25875000_+	1	1
3_25881000_-	2	1
3_25892000_+	2	1
3_25899000_-	1	1
3_25903000_-	1	1
3_25932000_+	1	1
3_25935000_-	1	1
3_25948000_+	1	1
3_25951000_-	1	1
3_25953000_-	1	1
3_25959000_+	1	1
3_25982000_+	1	1
3_25988000_+	1	1
3_25997000_-	2	1
3_26005000_-	1	1
3_26041000_+	1	1
3_26059000_+	1	1
3_26066000_-	1	1
3_261000_-	1	1
3_26124000_-	2	1
3_26131000_-	1	1
3_26170000_-	1	1
3_26174000_-	2	1
3_26188000_-	2	1
3_26213000_-	1	1
3_2622000_+	2	2
3_26240000_+	1	1
3_26244000_-	2	1
3_26246000_+	1	1
3_26254000_+	2	1
3_26296000_-	2	1
3_26320000_+	2	1
3_26321000_+	2	1
3_26375000_+	2	1
3_26380000_-	2	1
3_26392000_+	1	1
3_26438000_+	1	1
3_2645000_-	1	1
3_26457000_-	1	1
3_26464000_+	1	1
3_26466000_+	1	1
3_26473000_+	1	1
3_26481000_+	1	1
3_26491000_-	2	1
3_26499000_-	2	1
3_26515000_+	1	1
3_26519000_-	1	1
3_26524000_-	1	1
3_26531000_-	1	1
3_26539000_-	2	1
3_26546000_-	1	1
3_26559000_+	1	1
3_26617000_+	1	1
3_26659000_+	2	1
3_26661000_+	1	2
3_26673000_-	1	1
3_26683000_+	1	1
3_26687000_+	2	1
3_26693000_-	1	1
3_26699000_-	1	1
3_26726000_-	1	1
3_26759000_+	1	1
3_2676000_+	2	1
3_26781000_+	2	1
3_26787000_+	1	2
3_26797000_-	1	1
3_26861000_-	1	1
3_26863000_-	1	1
3_26863000_+	2	1
3_26888000_+	1	1
3_26897000_-	2	1
3_26899000_+	1	1
3_26900000_-	1	1
3_26902000_+	2	1
3_26911000_+	1	1
3_26912000_-	1	1
3_2693000_-	1	1
3_26941000_+	1	1
3_26954000_+	1	1
3_26968000_-	2	1
3_26975000_+	1	1
3_26993000_+	1	1
3_26994000_-	1	1
3_27002000_+	2	1
3_27025000_+	1	1
3_27054000_+	2	1
3_27063000_-	1	1
3_27078000_-	1	1
3_271000_-	1	1
3_27148000_+	2	1
3_27171000_+	1	1
3_27196000_+	2	1
3_2722000_-	2	1
3_27249000_+	1	1
3_27265000_-	2	1
3_27274000_+	1	1
3_27276000_+	1	1
3_2728000_-	2	1
3_27284000_+	1	1
3_27296000_+	1	1
3_27336000_-	1	1
3_27346000_-	1	1
3_27350000_-	1	1
3_27363000_-	1	1
3_27381000_-	1	1
3_27399000_+	2	1
3_27405000_-	1	1
3_27419000_-	2	1
3_27427000_+	1	1
3_27432000_+	1	1
3_27436000_-	1	1
3_27476000_-	2	1
3_27493000_+	2	1
3_27495000_-	1	1
3_27512000_+	1	1
3_27518000_-	2	1
3_27537000_+	1	1
3_27542000_-	1	1
3_27555000_+	1	1
3_27566000_-	1	1
3_27579000_+	1	1
3_2759000_-	2	1
3_27610000_+	1	1
3_27650000_+	2	1
3_27667000_-	1	1
3_27672000_+	1	1
3_27685000_-	1	1
3_27701000_+	1	1
3_27726000_+	2	1
3_27775000_-	1	1
3_27784000_+	1	1
3_27801000_+	1	1
3_27804000_-	1	1
3_27807000_+	2	1
3_27843000_+	1	1
3_27858000_+	1	1
3_27864000_-	1	1
3_2788000_+	2	1
3_27884000_-	1	1
3_279000_+	1	2
3_27906000_+	1	1
3_27917000_+	2	1
3_27957000_+	1	1
3_2799000_-	2	1
3_28017000_+	1	1
3_28024000_-	2	1
3_28026000_+	1	1
3_28030000_-	1	1
3_28031000_-	1	1
3_28039000_+	1	1
3_2804000_+	1	1
3_28051000_+	2	1
3_28068000_+	1	1
3_28077000_-	1	1
3_28106000_-	1	1
3_28107000_+	1	1
3_28152000_-	1	1
3_28166000_-	2	1
3_28171000_+	1	1
3_28173000_-	1	1
3_28180000_+	2	1
3_28194000_-	2	1
3_28198000_-	2	1
3_28219000_+	2	1
3_28222000_+	2	1
3_28244000_-	1	1
3_28273000_-	1	1
3_28276000_-	1	1
3_28280000_-	1	1
3_28281000_+	1	1
3_28288000_+	1	1
3_28317000_+	1	1
3_28322000_+	1	1
3_28368000_+	2	1
3_28378000_-	2	1
3_28397000_-	1	1
3_28402000_+	2	1
3_28404000_+	1	1
3_2841000_+	2	1
3_2842000_-	1	1
3_28428000_-	2	1
3_28449000_-	1	1
3_28499000_-	1	1
3_28534000_+	1	1
3_2854000_-	1	1
3_28563000_-	1	1
3_28565000_-	2	1
3_28569000_+	1	1
3_28603000_+	1	1
3_28614000_-	1	1
3_28618000_+	1	1
3_28621000_-	1	1
3_28650000_-	2	1
3_28660000_+	1	1
3_28676000_-	1	1
3_28708000_+	1	1
3_28713000_+	1	1
3_28720000_+	2	1
3_28724000_-	2	1
3_28728000_-	1	1
3_28740000_-	1	1
3_28744000_+	2	1
3_28772000_-	1	1
3_28786000_-	1	1
3_28787000_+	1	1
3_28798000_-	1	1
3_28800000_+	2	1
3_28825000_-	1	1
3_28842000_-	1	1
3_2885000_+	2	1
3_28862000_+	1	1
3_28865000_-	2	1
3_28881000_+	1	1
3_28889000_+	1	1
3_28908000_-	1	1
3_28911000_+	1	1
3_28917000_+	1	1
3_28920000_-	1	1
3_28925000_-	2	1
3_28964000_-	1	1
3_29006000_-	1	1
3_29018000_+	1	1
3_29019000_-	2	1
3_29048000_+	1	1
3_29070000_+	2	1
3_29076000_-	1	1
3_29082000_-	2	1
3_29082000_+	1	1
3_29083000_-	1	1
3_29084000_-	1	1
3_29084000_+	1	1
3_2912000_+	1	1
3_29126000_-	2	1
3_29127000_-	2	1
3_2914000_-	1	1
3_29145000_-	1	1
3_29149000_+	2	1
3_29174000_-	1	1
3_29178000_+	2	1
3_29187000_-	1	1
3_29192000_-	1	1
3_29194000_-	1	1
3_29215000_-	1	1
3_29216000_+	1	1
3_29220000_+	1	1
3_29221000_-	1	1
3_29235000_+	1	1
3_29238000_-	1	1
3_29269000_-	2	1
3_29289000_-	2	1
3_2931000_-	2	1
3_29311000_-	2	1
3_29317000_-	1	1
3_29330000_-	1	1
3_29337000_+	2	1
3_29362000_-	2	1
3_29385000_+	1	1
3_29397000_+	1	1
3_29406000_+	1	1
3_29413000_+	1	1
3_29431000_-	1	1
3_29436000_-	2	1
3_29440000_-	1	1
3_29441000_-	1	1
3_29442000_-	1	1
3_29450000_-	1	1
3_29474000_-	1	1
3_29490000_-	1	1
3_29493000_+	1	1
3_2950000_+	1	1
3_29517000_-	1	1
3_29549000_+	1	1
3_29575000_+	1	1
3_29587000_-	1	1
3_29587000_+	1	1
3_29589000_+	1	1
3_29590000_+	2	1
3_2960000_-	2	1
3_29624000_+	1	1
3_29631000_-	1	1
3_29631000_+	2	1
3_29647000_+	1	1
3_29668000_-	2	1
3_29684000_-	1	1
3_29686000_-	1	1
3_2969000_-	1	1
3_29706000_-	2	1
3_29709000_-	1	2
3_29728000_-	2	1
3_29734000_-	1	1
3_29742000_-	1	1
3_2975000_+	1	1
3_29762000_+	1	1
3_2981000_+	1	1
3_29813000_+	2	1
3_2982000_+	1	1
3_29830000_-	2	1
3_29835000_-	1	1
3_29845000_+	1	1
3_29847000_-	2	1
3_29906000_-	1	1
3_29907000_+	2	1
3_29925000_+	2	1
3_29942000_-	1	1
3_29949000_+	1	1
3_29951000_-	2	1
3_29960000_+	1	1
3_3000000_+	1	1
3_3001000_+	1	1
3_30041000_+	1	1
3_30067000_-	1	1
3_30098000_-	1	1
3_30146000_-	2	1
3_30148000_+	2	1
3_30151000_-	1	1
3_3016000_-	1	1
3_30178000_-	1	1
3_30197000_+	1	1
3_3020000_-	1	1
3_30201000_-	1	1
3_30207000_+	1	1
3_30211000_+	2	1
3_30212000_-	1	1
3_30234000_-	2	1
3_30252000_-	2	1
3_30262000_-	1	1
3_30278000_+	1	1
3_30307000_-	1	1
3_30312000_+	1	1
3_30352000_+	2	1
3_30358000_+	1	1
3_30363000_+	1	1
3_30395000_-	2	1
3_30414000_+	1	1
3_30452000_+	1	1
3_30486000_-	1	1
3_30495000_-	1	1
3_30502000_-	2	1
3_30523000_-	1	1
3_30525000_-	1	1
3_30532000_-	1	1
3_30539000_-	1	1
3_30556000_+	1	1
3_30557000_-	1	1
3_3056000_+	2	1
3_30582000_+	2	1
3_30589000_-	1	1
3_30606000_-	1	1
3_30612000_+	1	1
3_30616000_+	1	1
3_30623000_-	1	1
3_30636000_-	2	1
3_30653000_-	1	1
3_3067000_+	1	1
3_30673000_+	2	1
3_30676000_-	1	1
3_30700000_-	1	1
3_30725000_-	1	1
3_30737000_-	2	1
3_30751000_+	1	1
3_30756000_-	2	1
3_30777000_-	2	1
3_30789000_-	1	1
3_3080000_-	1	1
3_30802000_-	1	1
3_30813000_-	2	1
3_30840000_+	1	1
3_30847000_-	1	1
3_30863000_+	1	1
3_30865000_+	1	1
3_30877000_+	1	1
3_30888000_-	2	1
3_30901000_-	2	1
3_30927000_+	1	1
3_30946000_-	2	1
3_30974000_-	2	1
3_3106000_+	3	1
3_31076000_+	1	1
3_31091000_-	1	1
3_31093000_-	1	2
3_31094000_+	2	1
3_31099000_+	2	1
3_31114000_-	1	1
3_31127000_+	2	1
3_31134000_+	2	1
3_31140000_-	1	1
3_31155000_+	1	1
3_31165000_+	1	1
3_31187000_+	1	1
3_31197000_+	1	1
3_31222000_+	1	1
3_31225000_-	1	1
3_31234000_-	1	1
3_31237000_+	1	1
3_31243000_-	1	1
3_31248000_-	2	1
3_31308000_+	2	1
3_31339000_-	1	1
3_31356000_+	2	1
3_31357000_+	1	1
3_31366000_+	1	1
3_31389000_+	2	1
3_31462000_+	2	1
3_31464000_+	1	1
3_31480000_-	1	1
3_31510000_-	2	1
3_31537000_+	1	1
3_31563000_+	1	1
3_31574000_+	2	1
3_3163000_+	2	1
3_31641000_+	2	1
3_31645000_+	1	1
3_31648000_-	1	1
3_31666000_+	1	1
3_31672000_+	1	1
3_31679000_-	1	1
3_31681000_+	1	1
3_31748000_+	2	1
3_31752000_-	1	1
3_31765000_+	1	1
3_31768000_-	1	1
3_31793000_+	2	1
3_31803000_-	2	1
3_31845000_+	2	1
3_31876000_-	1	1
3_31888000_-	1	1
3_31911000_+	1	1
3_31929000_-	1	1
3_31936000_+	2	1
3_31952000_-	2	1
3_31965000_+	1	1
3_31968000_-	2	1
3_31969000_-	1	1
3_31981000_-	1	1
3_31981000_+	2	1
3_31983000_-	1	1
3_31995000_+	1	1
3_31999000_-	1	1
3_3201000_+	1	1
3_32022000_+	2	1
3_32032000_+	1	1
3_32033000_+	2	1
3_3204000_-	1	1
3_32044000_-	2	1
3_32130000_+	2	1
3_32162000_-	1	1
3_32178000_-	2	1
3_32180000_+	1	1
3_32190000_-	1	1
3_322000_-	1	2
3_32206000_-	1	1
3_32210000_+	1	1
3_32220000_-	2	1
3_32226000_-	1	1
3_32251000_-	1	1
3_32252000_-	1	1
3_32267000_+	1	1
3_32303000_-	2	1
3_32317000_-	2	1
3_32321000_-	2	1
3_32405000_-	1	1
3_32407000_+	1	1
3_32410000_-	2	1
3_32422000_+	1	1
3_32432000_+	1	1
3_3244000_-	1	1
3_32450000_+	1	1
3_32460000_+	1	1
3_32462000_-	1	1
3_32467000_-	1	1
3_32472000_+	2	1
3_32473000_-	1	1
3_32498000_+	2	1
3_32521000_+	1	1
3_32549000_+	1	1
3_32554000_-	2	1
3_32570000_-	2	1
3_32580000_-	2	1
3_32597000_-	1	1
3_3262000_-	1	1
3_32640000_+	1	1
3_32642000_+	2	1
3_32665000_-	1	1
3_32676000_-	2	1
3_32686000_+	2	1
3_32687000_+	1	1
3_32742000_-	1	1
3_32759000_+	2	1
3_32778000_+	1	1
3_32789000_-	2	1
3_3279000_-	1	1
3_32794000_+	1	1
3_32799000_-	1	1
3_32801000_+	1	1
3_32816000_-	1	1
3_32837000_-	1	1
3_32861000_+	2	1
3_32863000_-	2	1
3_32877000_+	2	1
3_32911000_+	1	1
3_32915000_+	1	1
3_32925000_-	2	1
3_3293000_-	1	1
3_32937000_-	1	1
3_32951000_+	1	1
3_32968000_-	1	1
3_32980000_-	2	1
3_32982000_-	1	1
3_32989000_+	1	1
3_32996000_-	1	1
3_33001000_-	1	1
3_33011000_+	2	1
3_33016000_+	1	1
3_33021000_+	2	1
3_33024000_-	2	1
3_33025000_+	1	1
3_33037000_-	1	1
3_33038000_+	2	1
3_33061000_+	1	1
3_33067000_+	1	1
3_33081000_-	1	1
3_33098000_-	1	1
3_33109000_+	2	1
3_33125000_+	2	1
3_3313000_+	2	1
3_33133000_-	1	1
3_33135000_-	1	1
3_33140000_-	2	1
3_33155000_+	1	1
3_33178000_-	1	1
3_3321000_+	1	1
3_33221000_-	1	1
3_33224000_+	1	1
3_33241000_-	2	1
3_33244000_+	1	1
3_33274000_+	1	1
3_33294000_+	2	1
3_33295000_-	1	1
3_33297000_-	1	1
3_33310000_-	1	1
3_33320000_-	1	1
3_33356000_-	2	1
3_33359000_+	2	1
3_33368000_-	1	1
3_33375000_+	1	1
3_33379000_-	2	1
3_33406000_-	1	1
3_33447000_+	1	1
3_33450000_-	1	1
3_33465000_-	1	1
3_33465000_+	1	1
3_33475000_+	2	1
3_33476000_+	1	1
3_33490000_+	1	1
3_33493000_+	1	1
3_3350000_+	1	1
3_33509000_+	1	1
3_33520000_-	2	1
3_33570000_-	2	1
3_33595000_+	1	1
3_33598000_-	1	1
3_336000_+	2	1
3_33604000_-	2	1
3_33618000_+	2	1
3_33636000_+	1	1
3_33657000_+	1	1
3_33670000_+	1	1
3_3369000_-	1	1
3_33745000_+	1	1
3_33757000_+	1	1
3_3377000_+	2	1
3_33798000_-	1	1
3_33805000_-	1	1
3_33828000_-	1	1
3_33862000_+	1	1
3_33868000_+	1	1
3_33876000_-	1	1
3_33919000_-	1	1
3_33921000_-	2	1
3_33925000_+	2	1
3_33927000_+	1	1
3_33935000_-	1	1
3_33947000_-	1	1
3_33967000_-	2	1
3_33989000_-	1	1
3_33998000_+	2	1
3_34021000_+	1	1
3_34023000_-	3	1
3_34028000_-	2	1
3_34044000_-	1	1
3_34051000_+	1	1
3_34062000_+	2	1
3_3407000_+	1	1
3_34092000_+	1	1
3_34103000_-	1	1
3_34106000_-	1	1
3_34107000_-	1	1
3_34116000_-	2	1
3_34165000_-	1	1
3_34193000_-	2	1
3_34214000_+	1	1
3_34225000_-	1	1
3_34226000_+	1	1
3_3423000_-	1	1
3_34233000_+	2	1
3_34234000_+	1	1
3_34240000_+	1	1
3_34289000_+	1	1
3_34299000_-	1	1
3_34311000_+	2	1
3_34321000_-	1	1
3_34322000_+	2	1
3_34327000_-	2	1
3_34334000_+	1	1
3_34348000_+	2	1
3_34352000_-	2	1
3_34352000_+	2	1
3_34363000_+	1	1
3_3437000_-	1	1
3_34399000_-	1	1
3_3440000_-	1	1
3_34406000_-	2	1
3_34481000_+	1	1
3_34491000_+	2	1
3_34500000_+	2	1
3_34566000_-	1	1
3_34587000_+	1	1
3_3459000_+	1	1
3_34627000_-	1	1
3_34630000_-	1	1
3_34631000_-	1	1
3_34639000_+	1	1
3_34661000_-	2	1
3_34674000_+	2	1
3_34676000_+	1	1
3_34711000_+	1	1
3_34712000_+	1	1
3_34716000_+	2	1.5
3_34723000_+	1	1
3_34737000_+	2	1
3_34748000_+	2	1
3_34772000_+	1	1
3_34811000_-	2	1
3_34814000_-	2	1
3_34820000_-	1	1
3_34834000_+	2	1
3_34835000_+	1	1
3_34843000_+	2	1
3_34855000_-	1	2
3_34913000_-	1	1
3_34917000_+	1	1
3_34921000_+	1	1
3_34933000_+	1	1
3_3494000_+	1	1
3_34942000_-	1	2
3_34968000_-	2	1
3_3497000_+	2	1
3_34974000_+	1	1
3_34988000_-	1	1
3_35050000_-	1	1
3_35073000_-	2	1
3_35080000_-	2	1
3_35087000_+	2	1
3_35122000_+	2	1
3_35124000_-	1	1
3_35135000_+	2	1
3_35142000_+	1	1
3_35152000_+	2	1
3_35173000_-	1	1
3_35187000_+	2	1
3_35237000_-	1	1
3_35257000_-	1	1
3_35285000_-	2	1
3_35289000_+	1	1
3_35329000_-	1	1
3_35334000_-	2	1
3_35357000_+	1	1
3_35359000_-	2	1
3_35383000_+	4	1
3_35398000_+	2	1
3_35424000_+	1	1
3_35443000_+	2	1
3_35448000_-	1	1
3_35456000_+	1	1
3_35505000_-	1	1
3_35508000_+	2	1
3_3552000_+	1	1
3_35541000_-	1	1
3_35584000_+	1	1
3_35585000_-	1	1
3_35609000_+	1	1
3_35620000_+	2	1
3_35621000_-	2	1
3_35622000_-	1	1
3_35647000_-	1	1
3_35658000_+	1	1
3_35663000_-	1	1
3_35666000_+	1	1
3_3567000_+	2	1
3_35677000_+	1	1
3_35679000_+	1	1
3_35699000_+	1	1
3_35704000_-	1	1
3_35704000_+	1	1
3_35710000_-	1	1
3_35719000_+	2	1
3_35749000_-	2	1
3_35749000_+	2	1
3_35765000_-	1	1
3_35796000_+	2	1
3_35825000_-	1	1
3_35825000_+	1	1
3_35840000_+	1	1
3_35856000_-	1	1
3_35859000_+	2	1
3_35879000_+	1	1
3_35880000_-	1	1
3_35886000_-	1	1
3_35902000_-	1	1
3_35906000_-	1	1
3_35915000_+	2	1
3_35926000_-	1	1
3_3594000_-	1	1
3_35951000_-	1	1
3_35955000_+	1	1
3_35975000_+	1	1
3_35987000_-	2	1
3_36006000_-	1	1
3_36006000_+	1	1
3_36035000_+	1	1
3_36043000_+	2	1
3_3605000_+	1	1
3_36057000_+	2	2
3_36110000_-	1	1
3_36139000_+	2	1
3_36155000_-	1	1
3_36156000_-	1	1
3_36163000_+	1	1
3_36174000_+	1	1
3_3620000_+	2	1
3_36234000_-	1	1
3_36262000_+	1	1
3_36266000_-	1	1
3_3628000_+	1	1
3_36287000_-	1	1
3_36292000_+	1	1
3_36315000_+	1	1
3_3637000_+	1	1
3_36385000_+	1	1
3_36404000_+	2	1
3_36425000_+	2	1
3_36442000_-	1	1
3_36460000_+	1	1
3_3647000_+	1	1
3_36473000_-	1	1
3_36508000_-	1	1
3_36518000_-	1	1
3_36539000_-	2	1
3_36540000_+	1	1
3_36548000_+	1	1
3_3655000_+	1	1
3_36557000_-	1	1
3_36567000_-	1	1
3_36615000_+	2	1
3_36623000_-	2	1
3_36654000_+	1	1
3_36661000_-	2	1
3_36667000_+	2	1
3_36668000_+	1	1
3_36673000_+	1	1
3_36688000_-	1	1
3_36692000_-	3	1
3_36693000_+	1	1
3_36697000_+	1	1
3_36699000_+	1	1
3_36708000_+	2	1
3_36766000_+	1	1
3_36807000_+	2	1
3_36856000_-	2	1
3_36876000_+	1	1
3_36880000_+	1	1
3_3689000_-	2	1
3_36890000_-	2	1
3_36893000_+	1	1
3_36894000_+	1	1
3_36907000_-	2	1
3_3692000_-	1	1
3_36934000_-	1	1
3_36958000_+	2	2
3_36959000_+	1	1
3_36985000_-	2	1
3_36994000_-	2	1
3_37015000_+	1	1
3_37016000_+	2	1
3_37026000_+	1	1
3_37028000_-	1	1
3_37044000_-	1	1
3_37055000_+	1	1
3_37066000_-	2	1
3_37069000_+	2	1
3_3708000_-	2	1
3_37090000_-	1	1
3_37095000_-	1	1
3_37107000_-	2	1
3_37146000_+	2	1
3_37153000_-	1	1
3_37161000_-	1	1
3_37182000_+	1	2
3_37184000_-	2	1
3_37197000_+	1	1
3_37236000_-	2	1
3_3724000_+	1	1
3_37251000_-	2	1
3_37252000_+	1	1
3_37260000_-	2	1
3_37297000_-	2	1
3_37298000_-	1	1
3_37298000_+	1	1
3_37299000_+	2	1
3_37303000_+	1	1
3_37333000_-	1	1
3_37342000_+	2	1
3_3735000_+	2	1
3_37354000_+	1	1
3_37375000_+	1	1
3_37377000_+	1	1
3_37385000_+	1	1
3_37397000_+	2	1
3_37427000_+	1	1
3_37437000_-	1	1
3_37484000_+	1	1
3_37486000_-	1	1
3_37492000_+	2	1
3_37500000_+	2	1
3_37539000_+	1	1
3_37542000_-	1	1
3_37548000_-	1	1
3_37578000_+	1	1
3_37588000_-	2	1
3_37613000_+	2	2
3_37622000_-	1	1
3_37637000_+	2	1
3_37639000_-	2	1
3_37688000_-	1	1
3_37717000_-	1	1
3_3773000_-	1	1
3_37776000_-	3	1
3_37782000_+	1	1
3_37799000_+	1	1
3_37814000_+	2	1
3_37816000_-	1	1
3_37820000_-	2	1
3_37825000_-	2	1
3_37827000_+	1	1
3_37833000_+	1	1
3_37871000_+	2	1
3_37875000_+	2	1
3_37949000_+	2	1
3_37961000_+	1	1
3_37966000_-	2	1
3_38006000_+	1	1
3_38013000_+	2	1
3_3802000_+	1	1
3_38032000_-	1	1
3_38040000_+	1	1
3_38051000_+	1	1
3_38062000_-	1	1
3_38070000_+	1	1
3_38160000_-	1	1
3_38166000_-	1	1
3_38187000_+	1	1
3_3820000_+	1	1
3_38204000_-	2	1
3_38227000_+	1	1
3_3824000_-	2	1
3_38271000_-	1	1
3_38294000_+	2	1
3_38302000_+	2	1
3_38326000_+	2	1
3_38348000_-	1	1
3_38360000_-	1	1
3_38365000_-	2	1
3_38369000_-	1	1
3_3838000_+	1	1
3_38388000_-	2	1
3_38406000_-	2	1
3_38408000_+	1	1
3_38425000_+	1	1
3_38438000_-	1	1
3_38440000_-	1	1
3_3845000_+	1	1
3_38452000_-	1	1
3_38455000_+	1	1
3_38476000_-	1	1
3_38510000_+	1	1
3_3854000_-	2	1
3_38540000_+	2	1
3_38571000_-	1	1
3_38575000_+	2	1
3_38598000_+	1	1
3_3863000_-	2	1
3_3863000_+	2	1
3_38639000_-	1	1
3_3864000_-	1	1
3_38696000_+	2	1
3_38714000_+	1	1
3_38716000_+	1	1
3_38718000_-	1	1
3_38725000_-	1	1
3_38754000_+	1	1
3_38762000_-	1	1
3_38762000_+	1	1
3_38765000_+	1	1
3_38781000_+	1	1
3_38796000_+	2	1
3_38803000_+	2	1
3_38813000_-	1	1
3_38820000_+	2	1
3_38823000_-	1	1
3_38863000_+	2	1
3_38885000_+	1	1
3_38909000_+	1	1
3_38912000_-	2	1
3_38926000_+	2	1
3_38929000_-	1	1
3_38950000_-	1	1
3_38968000_-	1	1
3_390000_+	2	1
3_39000000_-	2	1
3_39024000_+	1	1
3_39025000_-	1	2
3_39026000_+	1	1
3_3903000_-	1	1
3_39036000_+	1	1
3_39043000_+	2	1
3_39044000_+	1	1
3_39065000_-	2	1
3_39088000_-	5	1
3_39090000_+	1	1
3_39100000_+	1	1
3_39101000_+	1	1
3_39117000_-	1	1
3_39136000_-	1	1
3_39157000_+	1	1
3_39174000_-	1	1
3_39183000_-	1	1
3_39188000_+	2	1
3_39200000_+	1	1
3_39209000_+	1	1
3_39210000_-	2	1
3_39220000_-	1	1
3_39229000_+	2	1
3_39249000_+	2	1
3_39251000_-	1	1
3_39262000_-	1	1
3_39283000_-	2	1
3_39285000_-	1	1
3_39285000_+	1	1
3_39296000_-	1	1
3_3934000_-	1	1
3_39367000_+	2	1
3_39368000_+	1	1
3_39372000_-	1	1
3_39437000_-	2	1
3_39447000_+	2	1
3_39464000_-	1	1
3_3947000_+	2	1
3_39493000_-	1	1
3_39499000_+	2	1
3_3950000_+	1	1
3_39521000_+	1	1
3_39551000_-	2	1
3_39552000_+	1	1
3_39572000_+	1	1
3_39642000_+	2	1
3_39647000_-	1	1
3_39694000_+	1	1
3_39748000_-	1	1
3_39765000_+	1	1
3_39812000_-	2	1
3_39814000_+	2	1
3_39823000_+	1	1
3_39825000_+	2	1
3_39835000_+	1	1
3_39852000_-	2	1
3_39854000_-	2	1
3_39868000_+	1	1
3_39889000_+	1	1
3_39891000_-	2	1
3_39905000_+	1	1
3_39990000_+	1	1
3_40006000_-	1	1
3_40007000_+	1	1
3_40014000_+	1	1
3_40018000_+	2	1
3_40048000_+	1	1
3_40101000_-	1	1
3_40113000_-	1	1
3_40123000_+	2	1
3_40134000_+	1	1
3_40146000_-	1	1
3_40147000_-	2	1
3_40151000_-	1	1
3_40162000_-	1	1
3_40180000_+	1	1
3_4019000_+	1	1
3_4020000_+	1	1
3_40259000_+	1	1
3_40289000_+	2	1
3_40307000_+	1	1
3_40346000_-	1	1
3_40349000_-	3	1
3_40380000_-	1	1
3_40382000_+	1	1
3_4039000_-	2	1
3_40409000_+	1	1
3_40411000_+	1	1
3_40412000_+	1	1
3_40416000_+	2	1
3_40431000_+	2	1
3_40442000_+	1	1
3_40444000_+	2	1
3_40453000_-	1	1
3_40459000_+	1	1
3_40467000_+	1	1
3_40474000_+	1	1
3_40479000_+	2	1
3_40517000_-	2	1
3_40520000_-	1	1
3_40525000_-	2	1
3_4053000_-	1	1
3_40551000_+	1	1
3_40552000_+	1	1
3_40568000_+	1	1
3_40584000_+	1	1
3_4059000_-	2	1
3_40616000_-	1	1
3_40617000_+	2	1
3_40627000_-	2	1
3_40647000_-	1	1
3_40653000_-	1	1
3_40681000_+	2	1
3_40690000_+	2	1
3_40731000_-	2	1
3_40743000_-	1	1
3_40793000_+	1	1
3_408000_-	1	1
3_40802000_+	1	1
3_40808000_-	1	1
3_40812000_+	1	1
